reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
862620851,50,Amazing place to stay!,"Amazing place to stay!! The views were amazing. The food and drinks great! The staff was very nice and accommodating. I wish I could spend forever there lol. Quiet rooms, and the area was not packed with all the tourists but the hotel was near all the attractions! I can’t wait to come back",Sep 2022,September 2022,,,
836869152,50,Amazing Stay!,Prince Waikiki lived up to and exceeded my expectations. We stayed in the ocean front harbor premier room. The views were amazing! The beds were comfy and the staff were friendly. The location was perfect. I’ll definitely stay here again.,May 2022,May 2022,Traveled as a couple,,"Calgary, Canada"
862560381,50,Great family holiday at the Prince,"Our family of 6 had a great time at the Prince. Looked at a lot of Honolulu options and are really glad we chose the Prince. We upgraded to the Club Lounge rooms, mainly thinking we’d use the lounge for breakfast instead of dragging kids to cafes. Instead, we ate most of our dinners at the lounge as well, the food was excellent and plentiful - steak one night, roast pork and crackling the next, seafood linguine. The breakfasts had a Japanese style to them, which was also really great - filling yet quite healthy. It was much better than any of the restaurants we went to, where due to staff shortages the wait to order and the wait to get food was pretty bad and kind of stressful (and expensive for a pretty average experience) - so just popping down to the lounge and eating quality food basically whenever you wanted with no delays was such a great option. The location is outside the main Waikiki strip, but it is opposite the Ala Moana centre for shopping, and is right next to the Hilton lagoon - the beach there is much nicer than Waikiki proper which was crowded, not clean and seriously stunk of marijuana being smoked. Right next door is Ala Moana park, which if you are into ocean swimming, offers a marked 1km swim route in clear flat waters protected by a reef which was awesome. The staff at the hotel were all really friendly and helpful (unlike the service at many local restaurants which was uncharacteristically poor for the USA).",Sep 2022,September 2022,Traveled with family,,"Melbourne, Australia"
862491780,50,Luxury meets practical,I stayed at the Prince for 5 nites to celebrate my 50th birthday and it was an amazing stay! The hotel is away from the hustle and bustle from mainstream Waikiki but close to parks and beaches! The Prince has some delicious restaurants and a Honolulu coffee bar that's open at 6am which is very convenient. Their Infiniti Pool has an amazing view and their overall accommodations are excellent! Highly recommend getting their ocean view room! It has an excellent view of the ocean which makes for a splendid stay in Honolulu! Aloha!,Sep 2022,September 2022,,We stayed on the 26th floor in the corner away from the elevator,
862388587,50,Anniversary,My wife and I were celebrating our 12-year anniversary. We found this fantastic ocean view room from Prince Waikiki Hotel. Another benefit would be the walking distance to many highly rated restaurants and beach. We have enjoyed our stay.,Sep 2022,September 2022,Traveled as a couple,,
862381937,50,Lovely stay at the Prince Waikiki,"Just concluded a wonderful six night stay at the Prince Waikiki. We received a complimentary upgrade to a high floor - we had a truly phenomenal view of the marina, Ala Moana Park, and the ocean, which made even just hanging out in our room a delight. The pools were excellent, there were awesome specialty cocktails at the bar, and the staff were all extremely friendly -- housekeeping especially was always checking in to make sure we had everything we needed. Having Ala Moana mall a quick 10 minute walk away made lunch and dinner decisions a lot simpler -- there are so many food options there and you can save a lot of money crossing the bridge into the city proper vs only eating on the Waikiki strip. We would not hesitate to return to this special hotel.",Sep 2022,September 2022,,,
862334382,50,Prince Waikiki is the consummate place to stay.,Porters were all excellent. Friendly and helpful. Order room service! It fast and the food is great. Housekeeping does an excellent job. We have stayed at many quality hotels and though the staff is very nice - the details were missing. Not at the Prince.,Sep 2022,September 2022,,All the rooms are good.,"Goodyear, Arizona"
862320893,50,Perfect Hawaii experience,"Absolutely wonderful time at the Prince Waikiki! The staff, the pool, the drinks, the coffee shop downstairs- just FABULOUS! I went for my honeymoon and this felt like just the perfect hotel for the occasion. The hotel’s location is definitely something to consider because it is on the edge of Waikiki, so it’ll be a short walk to restaurants and stores. Most of the other Waikiki hotels have shopping as soon as you walk out the door. I personally loved that I wasn’t in the loudest and busiest part of Waikiki though.    I scored lower on value because I purchased my stay through Costco Travel where I received a significant discount from what the hotel page was offering. I didn’t eat at the 100 Sails restaurant because it seemed a bit overpriced for a hotel breakfast.    Overall though, I cannot WAIT to go back!",Sep 2022,September 2022,Traveled as a couple,,"Honolulu, Hawaii"
862215629,50,Amazing experience!,"Great price for the size of the room ocean and Ala Moana Park views. We stayed in the Ocean Front 1 bedroom suite with Club access and that was awesome. Great snacks, lunch, dinner, drinks. This last time we stayed in the Ocean View 1 bedroom suite and room was amazing as well. Rooms large and nicely furnished. Food from room service was so high end and delish!    We also got to watch the Aloha Floral parade which was 3 hours of beautiful floral floats, Princesses, and Pahu riders",Sep 2022,September 2022,,"Ocean front 1 bedroom suite on the higher floors are great. Watch the surfers, paddle boarders,...",
862208375,50,"Best location, amazing staff!","From when I first entered the lobby to when I checked out, I was treated with respect and felt completely welcomed. Having an open air room was amazing, loved the views. Also, the bathroom toilet, was the so good, cleaned my bum hole like magic!  Slept so soundly every night. Had a blast at the pool lounge with friends. Super close  to an amazing surf spot, that had great waves while I stayed.  much love & aloha for a spectacular time at the Prince. You stay true to that Hawaiian hospitality. Mahalo ~",Sep 2022,September 2022,Traveled on business,"don't be a haole kook when you visit Hawai'i, it's not american.",
862169632,50,So glad we stayed here!,"Everything went so smoothly from check-in to check-out. The hotel was clean and all the staff we encountered were very friendly. We loved or room and the floor to ceiling windows. We had such a great view of the ocean.    We had only planned to stay seven nights. So, we checked out after that seventh night. We went to get lunch and then head to the airport, but during lunch our our flight was double cancelled and rebooked, and now we had to find a place to stay for two more nights. After our airline was no help in extending our rental or getting us a hotel, I looked on the Prince Waikiki website to see if we could get back in, but the website indicated there were no rooms left. In our desperation, we called them just to double check if they really didn't have any room for us, especially since we liked it there so much. The lady I spoke to was beyond nice. She told me they were just about at capacity, but she said she would see what she could do. Between her and the manager, they were able to get us back in for those two nights. She indicated that she couldn't guarantee which room type we got (king or double queen) though, but we didn't care. We were just so grateful for them helping us out in our time of need. When we got back to the Prince Waikiki, we were surprised and so happy that not only did they get us back in, but we also got to go back to the very same room we had been staying in before. That made us all the more happy.    When we go back to Hawaii, we will for sure be staying here. I will give them all the business I can! I will recommend them to everyone I know.",Sep 2022,September 2022,,,
862079491,50,Perfect stay for our Oahu trip,"We looked at a lot of hotels before making our reservation and we’re so glad that we picked the Prince Waikiki.    Such friendly staff throughout the hotel made the trip extra special for us and our Ocean Premier Room on the 23rd floor had a great view of the Harbour and Ala Moana beach, particularly at sunset.    The hotel is placed ideally so that you’re close enough to the hustle and bustle of the waikiki beach area but also far enough away to enjoy a relaxing, peaceful stay.    Our room was great with a really comfortable bed and all the facilities you’d expect. The cleaning staff did a great job making our room look like new on a daily basis.    The pool area has plenty of sun beds and the infinity pool is a great way of cooling off in the sun. The pool bar area had a great selection of cocktails, drinks and snacks and we had a great view from the infinity pool terraceof the Friday night Fireworks at the Hilton Hawaiian Village.    The Ala Moana shopping centre was a short walk away from the hotel and the hotel included a Premier Pass providing additional discounts as part of it’s resort fee.    Overall a perfect location for our 1st trip to Hawaii and somewhere we’d definitely come back to in the future!",Sep 2022,September 2022,Traveled as a couple,,"Wigan, United Kingdom"
