reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
863459438,20,Avoid this property,"I first came here in 1983 and it was a quality hotel, but a much smaller operation that it has now become. It is too big and impersonal and the main focus seems to be to fleece the customer in any way possible.  For example, a club soda around the pool is $12 plus all the taxes. A fill up is another $12 etc etc. A cabana by the pool is $400 for the afternoon, which is just silly.  The hotel advertises that the 2 Kapalua golf courses are part of the operation, which they are not. We tried to book tee times, over the 5 days we are here, but there was nothing available. I went to the Plantation Course myself to see if I could sort something out. They were rude, unhelpful and made it clear they were nothing to do with the hotel.  There are 2 restaurants with very limited menus, which is not commensurate with a supposed 5-star hotel. It appears that this is not really a hotel, but a collection of units which they probably sell to interested parties.  The accommodation is very nice though, as a positive. I assume the property compares itself to 4-Seasons, but be assured it is not even in the same category.  Avoid the place at all cost!",Oct 6,October 2022,Traveled as a couple,,"London, United Kingdom"
855639477,50,Another perfect stay at the Montage,"The Montage is the only place I've stayed at where you can be on vacation and feel at home at the same time. GM Matt Bailey and his crew are exceptional. I could rave about the service, the pool, the rooms, the location and Kapalua itself. But this time I realized that the lobby was built with Hawaiian architecture in mind, open air to allow the Kona winds to cool the property. And on the grounds there are plumeria and hibiscus everywhere. The chocolates and bed candies are from local vendors and there was even an endangered seabird nesting one property. Thank you once again to the Montage for being friendly to the tourist and the local resident, mahalo to you all.",Aug 2022,August 2022,Traveled as a couple,,"Paia, Hawaii"
861242988,50,The Best Resort in Maui,"Our stay was absolutely amazing and am very grateful that we were able to experience it for 5 nights.    Every individual working there had impeccable service and were a delight. Each employee that we interacted with was outstanding. All deserve recognition, but to specifically name a few…    • Brazlee of Cane & Canoe: She was so kind in welcoming us on our first day and making a point to say hello as we had drinks at The Hideaway our first night. She assured us to let her know if we need anything and offered fantastic recommendations from Cane & Canoe. She continued to be so gracious with each interaction and a smiling face throughout our stay.  • Matt of Cane & Canoe: His breakfast service was spot on with timing and anticipated our every need. He also shared amazing tips and recommendations of things to do off-property.  • Bo of Spa Montage: Bo provided a flawless spa treatment and was very kind in his communication and service. He and my boyfriend’s spa provider created a very peaceful environment for us to relax in.  • Zane, Jeremy and Rob of The Hideaway: All three of these individuals were a reason why we made an effort to visit The Hideaway each night. Their service and drinks were perfect. They each shared extremely helpful information of the island regarding activities and excursions. An extra shoutout to Zane – My sister is pregnant and wanted something to sip on while me and the rest of our group had cocktails. She was happy to drink a soda or a simple mocktail, but Zane went above and beyond and made her a custom, delicious frozen mocktail to include her on the fun! She still raves about it.    I look forward to our return to Montage Kapalua Bay.",Sep 2022,September 2022,,,
859983928,50,Another Amazing Family Stay,"My family just returned from our (almost) annual summer trip to Maui! With this being our 4th stay at the Montage I feel more confident in reviewing our experience. First, it seems like the property management has adjusted nicely to the new travel industry reality - more crowds, covid challenges, staffing shortages, etc. From the valet to the pool crew, the staff ran a tight ship.    Observations:  - Valet and bell service crew are the stars of this property. They remembered us from our past visits and alway greeted us with warm welcomes.  - The room was very well maintained and clean. The kitchen was well equipped though it did have an excessive amount of baking supplies for some reason.  - If you like working out during vacations, their gym is one of the best I’ve seen. Spacious with clean equipment and up to date machines  - Lots of well maintained plants and foliage surrounding the pools and buildings  - The beach crew are a very friendly and knowledgeable bunch. Super positive and personable.  - Pools also very clean. The staff was friendly and really strived to deliver the best service. I would say they were slightly understaffed but not compared to other hotels.  - The grass near the beach path is a great spot for kids to run around and play!  - The cultural ambassador (Sila) really impressed my kids with her ukulele and historical lesson.  - The kids club isn’t cheap but well worth it. They took the children on all sorts of adventures and they worked on interesting art projects. The club also offered evening activities which we didn’t sign up for.  - New filtered water stations are a nice touch. We were happy not to go through a ton of bottle waters.    Other notes:  - They had a different musician by the Hana Hou pool bar everyday at 5pm but they stop serving food at 4pm. By 4:30, there are only a handful of people down by the pool. Maybe if they stay open longer they can get more guests to hang out for sunset drinks and bites.  - Turn down service would show up at 8pm sometimes. For our family that is way too late. Our kids are asleep at 7:30!    All in all we had an amazing time. Can’t wait to be back!",Sep 2022,August 2022,Traveled with family,"With kids out of school, summer can be busy. Secure a pool chair between 7-8am if you can.","San Francisco, California"
859300547,50,Magical stay for a family reunion,"We stayed for a week at the Montage Kapalua for a family reunion across three generations, and it was magical. Our group included two young kids (ages 2 and 5) and six adults including grandparents. My family has been coming to Kapalua since I was a kid, and we love the location being a little more remote but still a short drive to Lahaina and other spots. The Montage property itself is gorgeous. The rooms are spacious and well laid out, and we loved the large terraces. Highly recommend getting ocean views as it's just magnificent to look out onto the Pacific Ocean every day. With little kids, we spent part of every day at the pool (where you can also look at the ocean!), which felt almost never crowded. On the one day that it was hard to find a spot by the pool, the attendants went above and beyond to create a nice place for us poolside. The kids absolutely loved the pool, and my 5-year old taught herself to swim on the shallow steps. The pool is well laid out for quieter swimming and lounging at the upper and middle pools and kids on the lower level with shallower depths and waterfalls. Pool service was very friendly and helpful. The kids also loved the beach and the attendants there were helpful as well. We had the best dinner of our entire trip at Cane & Canoe and a delicious breakfast there too -- highly recommend. My kids still nap, and housekeeping was very accommodating to our schedule -- if this applies to you, I recommend calling when you are leaving the room to ensure they visit before nap time. The concierge was also very responsive throughout our trip. The resort manager Nick Kuhns helped rectify any issues that came up and went the extra mile to ensure we had what we needed for our stay. Thank you, Nick and team.",Sep 2022,August 2022,,,
854367055,40,"Lovely resort, but I expected more consistency at this price point","First off, the property is beautiful and well-laid-out. They were a little late in preparing our room, and we arrived a bit before the 4pm check in, so we had to kill a couple of hours before the were able to let us into our room. They upgraded us from a 2 BR to a 3BR suite which I appreciated. Following our first morning in the unit, we found a giant (>3 inch) cockroach dead on the kitchen floor. I forgive this as we never saw any other evidence of pests in the unit during our stay.    The layout of the resort is exceptionally convenient, with everything easily accessible from the unit we were in (5102). Service was inconsistent. Laura at the front desk was exceptionally kind and friendly with my 4 and 7 year old. The pool staff was somewhat standoffish and not very helpful. Though I tipped $20 twice, the pool attendant just threw towels and covers onto our chairs. He didn't even take the time to put them on properly, and he made zero effort to be friendly. I ultimately stopped asking them for help and just did it myself as they made so little effort.  Housekeeping was inconsistent. Sometimes they were exceptionally thorough, others there was visible dirt on the floor and food residue on the table.  There were a few other minor misses that I won't bother to lay out here.  All in all, we had a good experience, but I would not say it felt like a good value for the extraordinarily high price we were paying. We're not very cost-conscious, but I expect more consistency a this price point.",Aug 2022,August 2022,,the 3BR suites are very spacious and convenient.,"San Francisco, California"
854245505,50,Gorgeous resort,"This is an exceptional resort. It is truly one of the most beautiful places I have ever visited and the service is wonderful. We stayed for 8 nights and enjoyed every minute. Before arrival, we arranged several tours with the concierge and found them to be incredibly helpful with trusted tour providers. All the rooms have a huge lanai and a gorgeous view. Housekeeping, servers, valet and bell staff were all amazing. The pool is stunning and has so many different areas, we never felt crowded at all. I think there was only one day were it was difficult to find chairs by the pool. I did feel like the spa service was a bit bumpy and hopefully that will improve. They do offer massages in an outdoor setting and that was very nice. I wouldn’t hesitate to return to the Montage.",Aug 2022,August 2022,Traveled with family,,Laurel MD
849889304,50,July stay,Stayed here 4 nights in July and had a wonderful stay. When you are spending $2500-$3500 a night expectations are high but I felt like they were met and I would return again. Preferred it to the luxury hotels we have stayed at in Wailea.  Pros:  - Excellent secluded location in Kapalua  - welcome leis and private tour on arrival. No delay at check in  - Beautiful spacious rooms with ocean views  - big lanais to sit out on  - Beach service was close by and chairs were complimentary for Montage guests ( can get crowded)  - Pool area had readily available chairs  - Pool service was pretty quick for most part  - valet service and bell service great  - Escalade drop off within Kapalua or Kapalua shuttle readily available  - twice daily housekeeping was very good  -nice spa area    Cons-  - a bit far compared to other luxury resorts  - Food options need more variety( kids menu was exact same at all restaurants)  - Fitness Center doesn't open until 7 am. For those with big time zone changes it is a bit late. When we got there 5 minutes to 7 there was already several people waiting and ready to use.  - Specialty drinks at poolside could be better. Wines were good.,Jul 2022,July 2022,,,
847061779,50,Mahalo to the Staff,"Great location and very relaxing. Been to many luxury Hawaiian Island luxury resorts such as Four Seasons, Grand Wailea, Kea Lani, Mauna Kea, the Orchid, Mani Lani etc etc. and what makes this place magical are the long tenured employees. Kiha, Henry and Jerica at the Hana Hou bar and Ricky, Teehee and Gabe down on Kapalua Bay. Top notch service and most importantly the aloha spirit. We have been coming to this property 6 or so years and we plan to return for many more family vacations. Hopefully the smiling tenured employees will greet us for many years to come.",Jul 2022,July 2022,,,"San Diego, California"
846223536,10,Disappointing,"Hard product: This place feels older and dated. Staying at other places with a similar price point makes me feel disappointed:    Service: The staff that are there are really good, except for the spa attendants. You can tell they are having a hiring issues. No food or drinks at spa pool. It was disappointing.    Food: Everything but the breakfast is really bad. Pool side food is really bad. Drinks ok    Pool: Pools is amazing. Very fun.",Jul 2022,March 2022,Traveled with family,I recommend four seasons Wailea,
