reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
863890099,50,A very luxury stay for our anniversary!,"Stayed here for our wedding anniversary. Room was ready when we arrived around noon. Received complimentary champagne and lovely greeting card from the staffs.  The room is very spacious, includes kitchen, washing machine and dryer, Japanese style toilet, double bathroom vanity set and large deep bathtub. The balcony is facing the beach, the view is stunning!  There are 2 pools on lobby level. One for family with children, the other is for adults. Family pool has a short slide for children to play. Both pool has great view overlook the street and afar to the beach.",Oct 9,October 2022,Traveled as a couple,,
857201266,50,Good for a family,"After lots of consideration and looking around, I finally settled on the R-C Waikiki Residences for the majority of our stay on Oahu. We had a two bedroom suite for our family of four (3 adults and a teen). The size was perfect and probably the favorite spot was the balcony overlooking the park and ocean on one side and the city on the other. Would have preferred one chaise lounge than a chair and footstool, but that is minor. In advance I had asked that the bedding for the sofa be put out (but not made up) and it was there as asked.    A couple of minor issues with the room. We noticed that on many of the seams of the wallpaper needed some TLC and some re-glueing. Also not one drawer in the unit to put your clothes in either room. Rather, we had to unpack and place our clothing on the shelves. This is when my packing cubes were handly. The ironing board did not fit in the shelf area and had to be set at an angle, which made it not possible to fit two suitcases in that shelving area. We got the impression that our unit might not have been used for guests until more recently. Finally, not sure if this is true with all similar suites, but for our suite there was no door on our bathroom and a window (with blinds) from the bedroom overlooking the entire bathroom. Not a big deal for us - but this could be for others.    All of the staff through out our stay was super friendly and helpful.    For us, it was a perfect location and certainly within walking distance to any of the beaches. At first I was nervous about not being beachside, but in the end I think that was the wiser decision as we were not in the hub of activity and noise...but it was only a few blocks away. So don't let that stop you.",Aug 2022,August 2022,,,"Acton, Massachusetts"
863360507,40,"Surprised about the cost vs. what you get - was nice, not ""amazing"" though","Lovely room & facilities, though it would want to be for the price. I have to admit for a ""Ritz"" there didn't seem to be much ritz...the pool was lovely, but again a bit small. I was there in early September, so the pool was a bit chilly perfect for switching between the hot tub / spa. If you do spend any time at the pool - sunscreen. I got burned bright red in like 20 mins!    If you're wanting to splurge I would almost recommend doing it on one of the other Islands - you can fly between them very easily & cheaply. Personally, the aesthetics of architecture in Waikiki / Honolulu were my least favorite",Oct 5,September 2022,,,"Brisbane, Australia"
861941840,50,"Amazing hotel, amazing staff, amazing location!","Wow. This hotel left us speechless! Incredible customer service, extremely clean and the most perfect location. From the time we stepped out of the taxi to check in, we were greeted by the amazing staff here at the Ritz and given detailed instructions on where to go to check in. The reception staff were amazing. Super friendly and informed us of everything we needed to know. The hotel room was more like a condo which blew us away. Super spacious, extremely clean, housekeeping replenished everything daily and the view was incredible! There was a washer and dryer in the unit which was so convenient for us. We tried La Vie restaurant for breakfast (Summer was our server and she was amazing) and the food was delicious. We went to Quiora for dinner twice and the food was amazing! (William the bartender served us and he was awesome). Service was really quick! The pool staff stayed on top of everything, brought towels right away and gave you a menu to order food. They brought cold water for you throughout your stay). The location is a few minutes from Waikiki beach and steps away from luxury row. There are stores a part of the hotel that we went to for water and snacks and coffee. It was super convenient. They have a spa which I would have loved to try out but we ran out of time. ALL staff were so helpful and always had a smile on their face. We loved this hotel so much that it’s going to be hard to settle for anything less anywhere else we travel. You have to book here at the Ritz - I promise you will not be disappointed.",Sep 2022,September 2022,Traveled as a couple,,"Toronto, Canada"
861436622,50,Clean facilities and impeccable service,"Very clean facilities and excellent service. Every single staff member was super courteous and accommodating, from the front desk to the valet to the housekeeping. They paid attention to all the small details and the response time for any request was swift.    They made our check-in experience very delightful with birthday bath bombs, chocolates, and a congratulations sign and note for our parents' retirement. Extra shout-out to Halie for being so friendly and even getting our baby a stuffed Ritz Lion.    This was our first stay at a Ritz Carlton and the experience was so good we are looking forward to staying more at other Ritz's. For the price we felt like it was a great deal too, it was only $600/night but the experience was better than many $1000+/night hotels we've stayed at. They even upgraded our room to the deluxe from the regular ocean view room. Our room had a dishwasher which was super useful for all the baby bottles but our parents' room next door didn't have a dishwasher. All in all, it was a fabulous stay, this will probably be our go-to hotel when visiting oahu.",Sep 2022,September 2022,Traveled with family,,"Union City, California"
861007249,50,Suite life,"This place is clean but kind of a walk to the beach. But it’s conveniently located in Luxury Row, next to Chanel.  Service is great; front desk can be a little snooty, but i don’t deal with them, my husband does. Valet staff are definitely friendly and always helpful, they are the people you deal with on the daily.  Room is spacious depending on the suites. We’ve gotten 2-3 bedrooms. Housekeeping staff is hit & miss. I’ve gotten back to the room & notice they didn’t clean thoroughly like glass table is still dirty or there are still sands or dirty floor. But there are days when it’s pretty clean. My MIL have stayed behind because she wanted to enjoy the hotel & view & have ran into the housekeeping staffs; the one that didn’t do a very good job seemed annoyed at her job, and the other one is very nice & polite & she did a very good job.  I can’t say that I would recommend this place, but if people asked, I’d say it’s nice but have to walk a but to the beach. Shops are walking distance though. The hotel is located before you get into Waikiki traffic.  Too bad, I cannot upload Videos on here.",Sep 2022,January 2022,Traveled with family,$40 valet/parking/night,"Chino, California"
859825001,50,As good as it gets!,"We returned to Hawaii to celebrate our 5th anniversary, splitting our time between Waikiki and Maui. Despite our Maui stay being twice the cost, the Ritz was by far the superior hotel. The customer service is second to none and everyone we encountered was exceptional (valet, front desk, restaurant, EVERYONE). We travel quite a bit and this was by far our best experience...ever!    The rooms were comfortable and in line with what we viewed online. The restaurants provided great food and service. The adult pool was 24/7. Christopher was very helpful in particular, as we decided to extend our stay by a night and he was able to secure our room for one more day, which allowed us to avoid a move.    How great was the stay you ask? So great that we've already booked another anniversary trip next year!",Sep 2022,August 2022,,,"Atlanta, Georgia"
858396830,50,"Beautiful apartment, stellar hospitality","Wonderful condo apartment with gorgeous amenities and great location right in Waikiki. Our 1-bedroom was beautifully appointed with ocean-view balcony, 2 TV's., washer/dryer, soaking tub, glass shower (excellent water pressure), dual bathroom sinks, stove and dishwasher. Sliding panel door separated the bedroom from the living room but we preferred it open because of the amazing view. But the most impressive part of our stay was the amazing hospitality. From the moment we stepped near the valet, you could feel the warmth from the staff. Everyone we encountered was engaging and kind. Special thanks to Sumin Lee for the incredible thoughtfulness. She exemplifies the meaning of hospitality and guest relations. Will definitely stay here again the next time we're in Waikiki and they certainly elevated our impression of Ritz Carlton going forward.",Sep 2022,August 2022,,Ocean View,"New York, NY"
857710019,30,A place feels like home but workers miss the attentiveness,"1. Room is clean and spacious  2. there are laundry and dryer machine inside the suite room  3. The view looking from our room is nice  4. We were welcome when we arrive  5. It does feels like home because there’s kitchen sinks, stoves, utensils, plates, etc  6. Very safe and secured  7. Try their sushi sho, chefs are from Japan and they know what they are doing.    I was looking forward on Ritz Carlton Waikiki on my birthday week since I stayed at other locations such as Hong Kong and California. Their service of those locations were excellent. But for this location, the workers were not attentive like, it was my wife who constantly remind the front desk that it’s my birthday when I check in, even she notifies the reservation ahead of time during the booking. Yet, there was nothing going on when we check in. After my wife reminded the front desk again, We came back from dinner and I only got “four hawaiian beers and a bag of chip.” Come on Ritz Carlton… you guys can do better than that…    I give the hotel 3 stars because the service was unacceptable.",Aug 2022,March 2022,Traveled with family,,"Millbrae, California"
856785300,50,Wonderful as before,"Our second stay here as we enjoyed it so much prior to Covid. First class experience from all the staff we encountered. Lovely young lady at reception, so nice and friendly. Bellman we’re great. Room is large and beautiful. We went to the lobby restaurant for drinks prior to dinner. Ru was the bartender, she is very good and has a great sense of humor. I really like to engage with people, and she was spot on. We’re back tonight for drinks and dinner. Thanks as always Ritz Carlton for another great staycation.",Aug 2022,August 2022,Traveled as a couple,,"Lahaina, Hawaii"
