reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
864042414,50,Family Stay with 4 kids aged 8-14,"It was our second time here - for good reason. The rooms are amazing with a brilliant location above the beach. You can't beat the stunning views and location with 4 kids. Just a minute walk from the beach. The kids loved the welcome water guns and drinks in the fridge - we loved the package of sunscreen and shell necklaces. I've done a heap of research over 6 trips to Hawaii, and your hotel ticks every box plus more and we will definitely return. One tip - we spent about $300USD on surf board rentals, only to find on our last day that you can get them for free at the other Aston (turn left out of hotel and walk to Aston). There was a massive room full of beach umbrellas, boards etc - you can borrow 3 for free each day!!! Would have loved to know this info at reception as would have saved lots of money. The other Aston Tower said they try to tell the receptions of all the Aston hotels that the service is available, but the info isn't passed on... a wonderful stay - we will be back :-)",Oct 10,September 2022,,,"Nelson, New Zealand"
792782700,50,Exceptionally Clean and Courteous,"We went as a graduation gift for my son. We stayed on the 19th floor in in an ocean front 2 bedroom suite. Words can not express how pleased we were. Our flight was cancelled so we had to readjust our dates and the staff helped do that with ease. Our checkin was very easy, they met us with cool towels to wipe down as they checked us in. Our car rental was not so generous and refused to keep our rental until the next day of our arrival so we didn't have a rental. That was not an issue, the staff arranged for shuttle when we decided to adventure out. I would request Rabbi Shuttle, this man was great. This is the cleanest place. The staff is constantly wiping things down, maintaing the garden area of the walk out to the beach. When we return to Hawaii this will be our first choice to book our reservation.",Jun 2021,June 2021,,,
863882038,50,Fantastic place to stay,The staff was amazing. They have an arrival fretting process that other places need to follow.    I highly recommend the Ocean Front rooms. The view is fantastic from the balcony.    The beach access is wonderful. They also have an outdoor shower on the path back.,Oct 9,September 2022,,,"Portland, Oregon"
861713421,50,The Greatest Place to Stay on Oahu,"See previous comments on how everything was PERFECT, from checking in to departure We were treated like royalty every step of the way, and all the wonderful extra amenities blew us away. The staff were so gracious, room service ideal, and valet exceptional.",Sep 2022,September 2022,,,
860814355,50,Would stay here again without reservation,"Lodging is the most important aspect of a vacation for me. This condo did not disappoint. The staff greeted us with leis, a welcome bag with water bottles, sunscreen, and cold lavender cloths with which to freshen up. I had called ahead and requested distilled water for my husband's cpap machine; two gallons were in the room upon our arrival at 10 pm. Thank you, Michael. Kalani was extremely helpful assisting me with a mixup for a breakfast order I made at another establishment. He also recommended a great restaurant near the airport upon my request. Each day, toiletries, laundry detergent, clean towels, and toilet tissue were replenished; beds were made and floors were vacuumed every day. Lobby staff made change for large bills (or vice versa) each time we asked. Valets were on hand 24 hours a day with no wait time. The oceanside view on the 18th floor was heavenly. I had read in some reviews in my research for this trip that Aston Waikiki Beach Tower's condos were ""dated"" and that the beds were too hard, the pool too small, but I thought the furnishings more than adequate. I am inexperienced in the workings of the hospitality industry, but I would think anyone would appreciate a reasonable price, a clean, spacious living area, a firm bed, and a staff who works hard to be friendly and professional. One would think that common sense dictates that constant use of a condo by thousands of people -- all of whom vary in their own level of cleanliness and respect for property -- would prohibit criticism of firm beds and ""outdated"" furnishings. Rather, it would seem one would be grateful for (1) an establishment who keeps its oft-used facilities in as good a condition as it does, and (2) an establishment who employs a staff who performs their duties and performs them cheerfully.",Sep 2022,September 2022,,,
859181058,50,"Love this place, and will definitely come back","Everything was great, welcoming, and friendly staff, excellent service, the room is amazing, great location! Highly recommend this hotel! Free private parking, it is very important to me, and we had a complementary valet parking. So happy over all.",Sep 2022,August 2022,,,"Los Angeles, California"
859158608,50,Best hotel in Waikiki,"Top location, fabulous views from the deck. Great beach right across the street. Super friendly helpful staff, they all seemed genuinely happy to be at work. Welcomed with a lei, cool drink, cold flannel and gift bag of quality sunscreen products. Free valet parking is a huge bonus. Light and spacious, well equipped clean apartment, daily housekeeping. Pool towels provided in room. Good quality shampoo etc. Pool area with plenty of comfortable seating, gym, yoga studio, lounge area, billiards, BBQ and outdoor dining area. No inhouse restaurant or room service but not a problem with full kitchen and located near to multiple restaurants and quick dining options. Slightly noisy air conditioning but it helped block out the traffic noise of Waikiki at night which can't really be avoided. Huge bed in the master, 3 TVs, didn't need the sofa bed but looked comfy; kitchen had everything for self catering; washing machine and dryer with free Tide washing power supplied, and refills as required at no extra charge. A bit pricier than we would normally look to spend but worth every cent.",Sep 2022,September 2022,,,
856434094,50,All around best hotel in Waikiki,What a great hotel! Fast efficient valet service! Super friendly and attentive front desk staff! Super clean rooms! & the VIEWS!! You cannot beat the views from this hotel. Probably one of the best hotels on the Kalākaua strip! Highly HIGHLY RECOMMEND!,Aug 2022,August 2022,,,"San Jose, California"
856425369,50,Hawaiian Family Vacation,Great family vacation only issue was the hotel beside us was party central. The location was superb. You were right across the bridge and close to many different shops. If you were looking to end the night early good luck.,Aug 2022,August 2022,,,
856420383,50,Nice Trip with great view!,"Great experience! The staff are friendly and efficient, they gave us the kids beach toys and gift bag when we arrived. They also upgraded our suite from 6th floor to 27th, that's very nice, especially with the ocean view. The suite is perfect for family of 4 or more people. We have two bedrooms, dinning room, spacious living room and balcony. There's laundry machine too. Kitchen has almost all cooking ware and utensils. Very well equipped. Perfect for family with all the living needs. They have the pool on their 4th floor, with a jacuzzi. They closed their baby pool :( the location is great to visit the small Waikiki zoo and aquarium, alone with the pretty park in front of the diamond head. Only compliant is there are too many homeless people are in front of the beach area now. They dirty the place and view.",Aug 2022,August 2022,Traveled with family,Ask for higher floor for sure. There are bars around this building that holds concerts almost all...,
855952701,40,"Very nice, great location","A little pricey but traveling with a family this was well worth it for us. The full kitchen allowed us to shop and dine in. The location is ideal. It’s not a big fancy lobby with people and shopping everywhere. It’s slightly set back off the street. Parking was so easy, pool and gym are fine for the week. Views from full ocean suites can not be beat. Beds are a little hard, ask for foam pillows. Higher the floor — less city noice.",Aug 2022,August 2022,,,"Huntington Beach, California"
853542979,50,Gorgeous views,"We spent a wonderful week here. Our unit on the 26th floor had a large lanai with gorgeous views. The unit was well-stocked with everything we needed and the staff couldn’t have been more helpful. And when they say the beach is across the street, they aren’t exaggerating. We enjoyed our stay.",Aug 2022,August 2022,Traveled with family,Free parking in the hotel.,
852680901,50,Fantastic Stay for Families,"Everything from service, amenities, size and quality of suite living spaces (beds, kitchenware etc) net or exceeded our expectations. Everything shown in pictures were exactly as depicted. Highly recommend",Aug 2022,August 2022,,,
851611559,50,Fantastic position and view,"Really good place on Waikiki beach centra position, very good forniture top level view . Good good good .  All shop necessary at walking distance. Good valet service . 24 h service on reception , fantastic gym",Aug 2022,July 2022,,,firenze ITALY
851184243,50,Great experience overall,Kalani was very helpful and made our experience unforgettable. Housekeeping and valet gave great service as well. Our room was very clean and had everything to accommodate our stay. They also gave water bottles and water toys for the kids which they enjoyed. Loved every minute of our stay,Jul 2022,July 2022,,,
851170982,50,Very good,The staff are very nice and the room was very clean. The beds were comfortable and we had a good view of the ocean. We enjoyed the hotel and would come again. It was comfortable and good it was good to stay. Thank you.,Jul 2022,July 2022,,,"Wichita, Kansas"
851162446,50,TOP QUALITY,"I have traveled the world and I can absolutely say without a doubt this is THE BEST hotel I have EVER stayed in. From the moment we pulled in the building to the last minute when we left, everything was TOP notch. The rooms are very clean and spacious. ALL the staff is beyond friendly, hospitable, and accommodating. Valet parking is included in the hotel cost. The location is perfect; close to EVERYthing! You will not be disappointed with a stay at this hotel. HIGHLY RECOMMENDED.",Jul 2022,July 2022,,,
851123278,50,"Highly, highly recommended!!!",This was one of the best vacation my family and I have ever been on!!! The staff was amazing. They greeted us with every arrival and departure from the facility. It was very clean and at the perfect location. Right at the center of everything. Just overall a really nice stay. I would highly recommend staying here.,Jul 2022,July 2022,,,
850843553,10,Will not be back,"Stayed here for a wedding on July 21-24. This hotel needs remodeling and updating. Doors are all tore up , carpet is stained, sink water continually drips, No way that this hotel is 3 star let alone a 4 star. Will not be back too bad because the location is awesome.",Jul 2022,July 2022,Traveled as a couple,,
850059849,50,Great for large families,Family of 6 stayed for 5 nights. Ocean front in a central Waikiki beach location. Full kitchen. Staff was very attentive. Kids loved the hotel. Valet was included and was great. The beach across the street has options for surfing and safe swimming and floating.,Jul 2022,July 2022,Traveled with family,,
849950893,50,Our wonderful summer escape,"First time with family in Waikiki and we loved the size of the 2 bedroom apartment for our family - great location to beach and facilities, and the room and service were fantastic. Used the pool and hot tub each evening after getting out and about each day to enjoy what Hawaii has to offer - which was abundant.",Jul 2022,July 2022,,,
848475883,50,Beautiful Modern Hotel,"We are a family of 5 (3 teenage boys) and had a 2-bedroom suite. Everything was fantastic - we had a wonderful view (floor 27), the suite was in great condition, beds were very comfortable and there was enough space for all of us. The staff are very friendly and helpful and the hotel is central to everything and right across from the beach. We were very sad to leave and hope to return one day!",Jul 2022,July 2022,,,North Wahroonga
848448509,50,Wonderful Beachfront Condo,"We usually stay at the Hilton Hawaiian Village in the condos, but we were traveling with family who were staying at the Outrigger Waikiki and we wanted a condo close by. This place was perfect! For the money they paid for a one bedroom suite at the Outrigger, we got two bedrooms two bathrooms and a full kitchen! Not to mention free parking, tickets to several museums, gift bag with beach amenities and 24 hr concierge. Views from the Livingroom as well as the bedrooms were spectacular! And it was much quieter than the Outrigger. Would definitely book again.",Jul 2022,July 2022,,,"Torrance, United States"
845741401,50,FAMILY VACATION,"AAAAA+ Service & Customer Service!!! Enjoyed our stay. Would highly recommend this hotel. Staff is sooo friendly! We stayed for 10 days. Beach is really close, just a walk away. Alot of restaurant's nearby.",Jul 2022,June 2022,,,
845545909,50,Incredible,"I stayed at the Waikiki Beach Tower from May 26th - June 4th. This all condo property includes both units run by the hotel, as well as individually owned residences that can be rented. The entrance to the property is directly across from Kuhio beach, and the walkway is a covered trellis full of flowers, which then connects to a small lobby. The lobby smells amazing! I’m not sure what the scent is, but it is very inviting. For the first 3 nights of our trip we stayed in the hotel run part of the property. We were greeted with shell leis, and were surprised with an upgrade to a unit on the 31st floor, which we were walked to/through with a staff member. The staff at this hotel was so great and friendly, alohas and smiles every time we passed anyone. The 1200 sq ft 2bed/2bath unit was spotless, and the balcony views stopped us in our tracks as soon as we entered. We had no problems with a/c, or appliances. Housekeeping came daily. A dream stay.  The next 6 nights of our stay were in unit 1903, which was a private rental that we booked through Captain Cook resorts. Transition was seemless. There was so difference in hotel staff care, gym/pool use, valet service, beach towel sign outs, etc, no hassles whatsoever. 1903 was equally satisfying in regards to the condition of the unit. No issues. The only difference, was that we were responsible for our own cleaning during our stay (obviously).  I would 100% stay here again..can’t wait til I do!",Jun 2022,May 2022,Traveled with family,,
845361333,40,Great for big families,Love the location and the staff. Rooms and bathrooms were clean. Ideal accommodations for families.  It’s like stay in at home away from home. Location was perfect and we didn’t have to walk far to the beach.  Mahalos!,Jun 2022,June 2022,Traveled on business,,"Waikiki, Hawaii"
845042456,50,Perfect for Families,"If you're looking for a place to stay that is reasonably priced, close to the beach, and has a full size kitchen, this place is for you. The two bedroom suite was perfect for our family with kids under the age of three.    Amazing service right from the minute we arrived. We gave our name, they were ready for us. Gave us she'll necklaces, welcome drinks, and wet towels. The front desk person walked us right to our room to show us around and how things worked and gave us a goodie bag with full size reusable water bottles, beach/water toys for the kids, and toiletries for the sun. Amazing! I've never felt so welcomed at a hotel. The main bedroom was beautiful, but the smaller room was less decorated. They also had bidets in both bathrooms. So fancy. I loved it!",Jun 2022,June 2022,,,"San Jose, California"
843785187,50,Can we stay longer!?,My family will definitely come back to this place. We tend to test different lodging facilities to see how we’d like the place and we’ve gone four times now and haven’t repeated a hotel. Now that we’ve stayed here we’re definitely coming back. You cannot beat the location and the easiest access to everything in Waikiki. The view was spectacular and so worth the money. Nobody wants to go home 🥳. Thank you guys for the service and making our vacation this year very memorable.,Jun 2022,June 2022,,,"Chino Hills, California"
842759159,50,Excellent Staff and Venue,"During our week-long stay in Waikiki, the Aston Waikiki Beach Tower staff and our experience was pure pleasantries. Excellent venue, very clean and top notc service across the board. My family really enjoyed our stay at this venue.",Jun 2022,June 2022,,,
842349605,50,Just perfect!!!!,"Perfect location, great service, perfect suites with ocean view and great experience!!!  You make us feel very welcome 🙏🏻  The staff was great and welcoming and valet service was very helpful the room size was huge!!",Jun 2022,June 2022,,,"Tel Aviv District, Israel"
841630835,50,Worth a dime,Great place to stay for family of 6. We had a great time staying here and the unit has stunning ocean view of waikiki beach. Kudos to the housekeeping staff and the valet parking crew for being so attentive. Will definitely stay here again in my future Oahu trip.,Jun 2022,May 2022,,,"Sacramento, California"
841483187,50,Amazing Employees,"Everyone at this hotel from the desk to the valet, to everyone in between, was so welcoming and friendly. We couldn’t walk anywhere without someone greeting us with a smile, or asking us how our trip was going. We all took notice while we were there, and it made our stay at this beautiful property even better. I would 100% stay here again.",Jun 2022,May 2022,,,"Winslow, Maine"
840973410,50,Anniversary trip,"From the location to the attentive staff, the Aston Waikiki Beach Tower provides all a family could wish for in a Hawaii vacation. It is walking distance to the Honolulu Aquarium and Zoo and across the street from Kuhio Beach - perfect!!!",Jun 2022,May 2022,,,"Baytown, Texas"
840812058,10,Never Again,"Overpriced! We Paid almost $1,000 a night. The Unit had a Great View. But, was outdated, had rock hard beds, absent and out dated smoke detectors and Rude Security Staff. Save yourself the money and the stress. There are a lot better options to choose from.",May 2022,May 2022,,,
840586734,50,Amazing!,Beautiful place. Luxurious property! Great location to Waikiki beach and shops and restaurants. Easy access to drive in and out. Beautiful views of the beach from condo. Condo was beautifully furnished.,May 2022,May 2022,,,
840029960,50,"Extraordinary Ocean Views, Friendly Service Staff","My husband, young daughter and I arrived for a several night stay in an oceanfront 2-bedroom condo and were very pleased with the level of professionalism, care and friendliness of Aston's staff. We arrived before check-in and they provided us a spot to park with our napping daughter, also got us checked in, valeted our bags and offered us access to their gym/spa area until our room was ready. Our room was beautifully adorned, well-equipped and offered breathtaking views of the Pacific Ocean and Waikiki Beach. We also loved the gym, pool, hot tub and how close everything was shopping, food and outdoor activities. Definitely recommend Aston Waikiki Beach Tower for couples, families and those in Honolulu for business.",May 2022,May 2022,,,Johannesburg
839022093,50,"Amazing location, view and service!","Our family loved the Waikiki Beach Towers. Hard to get a better location, and the staff was so kind. We could have lived out on the fabulous lanai, but there was plenty of inside space for me, my husband and our two adult children! Parking was also very convenient.  We were looking to be in the middle of things…if you want a quiet respite, this probably isn’t the right part of town!",May 2022,May 2022,,,
837900359,50,Most magical play to stay in Waikiki!,The staff greeted us with smiles and everyone was so kind and happy and the room was more than we could have ever expected. It was the most beautiful experience for all of us and we can’t thank you enough 🙏🤙  Mahalo 🌺,May 2022,May 2022,,,"Elk Grove, California"
836799274,50,friendly staff & great location,"Recently finished a 12 night stay in a 2 bdrm suite. This hotel offers the best value for sq ft, the living room is quite large, there's a full size kitchen plus the suite comes with 2 bathrooms. You get the most sq ft for what you pay compared to other hotels...and parking is free vs $40/night everywhere else.    The staff are very friendly and courteous. Shout out to cleaning staff and especially Umi at front desk for arranging the shipping of an item i left behind, going above and beyond.    Location is great, right across the beach and close to all the shops. Very clean hotel, and they provided our toddler with beach toys at arrival",May 2022,April 2022,,,"Toronto, Canada"
836149757,50,Definitely will stay again.,"This place is unreal! We came in tired and worn out but they made us feel welcome and helped revive us. The room was one of the nicest we have ever stayed in. It was very roomy and well appointed. The kitchen was so well equipped, we didn't lack anything. The bedrooms were large and comfortable, the bathrooms are a good size too. The washer and dryer, as well as the fancy toilet, were all bonuses we didn't know about until we were there. Staff was incredible and were very accommodating. Housekeeping was lovely and efficient.",Apr 2022,April 2022,,,"Cochrane, Canada"
835507569,50,Excellent customer service,"Our room was beautiful, well stocked kitchen, great location in Wakiki across the street from a great lagoon for kids, storage for surf boards walk to restaurants and shops. Food trucks one block up on next street.",Apr 2022,April 2022,,,"Murrieta, California"
835155355,50,First trip to Hawaii,"Aston Waikiki Beach Tower was an amazing jewel of a hotel. The staff was extremely knowledgeable and friendly. The suite was perfect, modern, clean & with sweeping views of the beach and sunset. A++++",Apr 2022,April 2022,Traveled on business,,
834439518,50,Longer the better,Just all around awesome. Worth the money for sure. Felt like home. Kids did not want to leave. Welcome gifts was just awesome also. Staff in all departments are super friendly and helpful! Will definitely be booking asap.,Apr 2022,April 2022,,,"Honolulu, Hawaii"
834194540,50,Perfect for families,"Awesome staff, valet parking excellent service, they give you a very pleasant welcome. This place is perfect for families, location is very convenient, but is little bit expensive.  We loved our stay here, recommend it!",Apr 2022,March 2022,,,"San Francisco, California"
834070386,50,comfortable condo,"We stayed here for 4 nights. Booked through Aston, not VRBO. There are individually owned condos which are decorated as such and condos managed by Aston which are decorated more professionally. Ours was the latter and we were glad. Our friends had an individually owned room and the quality seemed lower overall. we paid extra for a high floor and got a little more than we bargained for. 33rd floor corner room.    Incredible views all around - beach to Diamond Head. Beautifully appointed condo - 2 bed 2 bath, nicely appointed kitchen. Was very comfortable and great to come back to after a hectic day in Waikiki.    The room was actual a bit too high for us though. We didn't use the lanai because it was a bit cooler and windier than lower down. The view was great when you went outside and looked down but the position of the lanai wasn't great. It was in shade whenever we wanted to sit out - morning or late afternoon and the lanai patio furniture wasn't the best quality. Our friends on the 10th floor seemed to have a better sit down view of the beach from their lanai and we liked that better. They were also on the middle part of the building that sits forward of the corner rooms.    The staff we very friendly. Valet parking was super fast and easy and included. Fitness room was great!    Amenities are practically none exisitng. The pool area is tiny and it was windy when we were there. We did not use it because of this. This truly feels like a condo and not a hotel experience. This is not a bad thing, just something to be aware of.    If you need space, are travelling with kids, don't need a good pool, want a fully functional kitchen, this is a great place. Lots to like here.    There are 4 rooms per floor - 2 on each side. There are corner rooms and center rooms. The center rooms sit forward of the corner rooms. Both have pros/cons. Rooms on the South side corner will have great views of Diamond head and beach right in front. Rooms on the North side will have views up Waikiki beach (if you are high enough). Corner rooms (ending in 1 or 4) will have wraparound views from inside the condo. Center rooms (ending in 2 or 3) will have possible diamond head all the way up to the end of Waikiki beach if you are on the lanai and high enough.    We owuld definitely recommend this property. We akso like the location, on the south end of Waikiki and it seemed a little less hectic than further up the strip. We like the beach location too. A little wider than further up the beach and good beach chair access.    Tip: go down by 8am to book your chairs/umbrellas for $60 for the whole day.",Apr 2022,April 2022,,Ending in 01 high floor room for great diamond head/beach views.,los angeles
