reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
862686261,40,Disappointed,The view was breathtaking. -ocean front !  But maintenance was lousy - reported problem the day after (first noticed late the first night)  Second shower was not usable  Someone came and couldn’t repair. Maintenance manager came the next day and said we’d all 4 adults would have to use the one in the master and that was the last we saw of help -never heard from anyone again about repairing it  Paid for a 2/2 and used as a2/1,Sep 2022,September 2022,,,
799370156,50,Beautiful Place to Stay,"My family and I have stayed at the Aston-Whaler property every year for the past five, (save 2020, the year of the pandemic). Every stay has been wonderful. The staff has always been friendly and very accommodating. The rooms are clean and the bedding is very comfortable. The view from the oceanfront rooms is unbeatable. I highly recommend this property!",Jul 2021,July 2021,,,Ontario
861072341,50,Kaanapali Vacation,"Best location in Kaanapali for walking, golf, beach, etc. Whaler's Village right next door offers all the shopping needs for a family vacation. Soft sand beach, big waves for body surfing and boogie boards. Good surf break just down the beach. Snorkeling at Black Rock",Sep 2022,September 2022,,,"Vancouver, Canada"
860813425,50,First time at The Whaler,Super experience!!!  Will return because everyone was so friendly and accommodating. Had quite a few questions about several items and they were all answered. I had never stayed in this type of accommodation before and it was an enlightening experience.,Sep 2022,September 2022,,,"Albuquerque, New Mexico"
859797811,50,Return to Maui,Encountered no problems during stay or departure. Whaler’s location is great.  The staff is very helpful and friendly including the attendants at the beach.  This trip was our third visit to Maui and second time at the Whaler.,Sep 2022,August 2022,,,
859491511,10,Poor service and feedback,"I stayed from 4th to 7th Sep. I was really disappointed of your service. While I stayed, you had never offered us house-keeping service. And even when my wife asked a house-keeping boy of an additional towel, he said our room was not possible to get one. (He shaked his head and said 'not your room'.)  I think it was because of my poor English.  When I asked one of my friends whoes husband is from Maui about this problem, she said it was not usual case. What do you think? It was our honeymoon. But you ruined everything. Put yourself in someone else's shoes!",Sep 2022,September 2022,,,"Seoul, South Korea"
859152617,20,disappointing,"Make sure to choose a hotel not this mixed timeshare mess. The staff are rude, unhelpful and following the quietly quitting trend. The mattress was nearly as old as me… with a solid 2” from one side to the other of the bed. Such a strange weird setup… i’ll not need to do this again",Sep 2022,August 2022,,,"Irvine, California"
858823610,50,Great Stay! Doris and Nathan are the best!,"The hotel was beautiful and the rooms were bigger than I had expected. I had the pleasure of renting out room 170. Once I stepped into the room, I felt that I was transported into days of past Hawaii. The room was decorated with small trinkets of hula dancers and pineapples. There were conversation pieces throughout the room. The room also had a KING bed which was nice but too big for my husband and I. We are used to sleeping in a QUEEN at home and only slept on one side of the bed. haha    Doris and Nathan are gems to your property. Truly embodied the meaning of Aloha",Sep 2022,September 2022,,,
858055988,50,Wonderful experience,"The Whaler on Kaanapali Beach is a beautiful facility In a perfect location. The room was excellent and perfect in every way. The Desk and Houskeeping staff was courteous, friendly, and efficient. We will definitely stay here the next time we’re on Maui.",Sep 2022,August 2022,,,"Nashville, Tennessee"
857637477,10,August trip with my girls,I would not recommend this property. From the moment we walked up to the front desk to check in till the day we left and had to go get our own car from the parking lot even though we had valet park it. It was unwelcoming and the staff seem to be angry about their job. The pool area was crowded and security was rude to many of the people around the pool. The room was however very clean and nice.,Aug 2022,August 2022,,,
