reviewid,rating,title,review,review_date,stay_date,trip_type,room_tip,origin
839831881,50,Absolutely perfect!,"Both my husband and I were delighted we picked the Lilikoi Inn for our Kona stay. Trina and Shai were fabulous hosts, from the delish breakfast Shai made for us to the morning visits around the table on their beautiful lanai. They are also extremely knowledgeable about the island and were a great help plan our daily excursions.    We had a large and beautiful suite complete with a great tub and separate shower. The grounds are gorgeous too, you can even see the ocean from the lanai deck. I thought the price was extremely fair as it also included a huge fresh breakfast each day. To top it off, it's not far from the airport either.    If you are lucky enough to find an open room at the Lilikoi, grab it! :)",May 2022,March 2022,,,California
831092353,50,"Marvelous, welcoming, easy place to stay!!",This was a rare treat to find and we are so happy we did. We stayed in the Lilikoi room with a gorgeous view of hte Pacific. Treated each morning to a delicious and hearty breakfast served on the lanai overlooking the Kona coast. Nothing was missing and so many thoughtful touches were included in our room. I wanted to stay and stay. The animals and plants surrounding this paradise are a joy to know. I am coming back!!,Mar 2022,March 2022,,,"Chelsea, Michigan"
830283355,50,High above the city,"Way up high above Kona, the view from this b&b is spectacular. The sunsets are just memorable.  We stayed in the lilikoi room. It was spacious and comfortable with plenty of storage and a comfortable bed. Especially good storage in the bathroom  Can not review this place without mentioning the food Shai is a trained chef and the breakfasts reflect this. The couple foster a friendly, sharing at atmosphere with everyone talking and sharing around the breakfast table",Mar 2022,March 2022,Traveled as a couple,Be aware that it is a steep and twisting rood up to the inn and it is easy to miss your turn off...,"Boston, Massachusetts"
829649491,50,"trina and shai , together with their adorable pets : freda , moka, lilli, romeo ,mack, are the best most amiable hosts","the inn is just beautiful , with a wraparound balcony on the higher level where you take your breakfast or rest on comfortable chairs armchairs etc.  there is a lower balcony as well which has a sofa .  the inside is lovely to say the least. the rooms are impeccable so are the bathrooms.  breakfast is a great feast of local fruit followed by special recepies cooked with love by shai who used to be a chef.so.......  trina and shai are special people, easy going very social,ready to help with your programs of the days and sweet !!!!!!! that' s amazing.",Feb 2022,February 2022,,,
826962513,50,Tropical oasis,"We were looking for a tropical oasis for our first visit to the Hawaiian Islands. Staying at the Lilikoi Inn was just what we imagined. Trina and Shai are wonderful hosts. The room was clean, tidy and had everything we needed. The home cooked breakfast made by Shai was amazing. We would highly recommend staying here and we will stay here again if we return to the Big Island.",Feb 2022,February 2022,Traveled as a couple,,"Huntingdon, United Kingdom"
822509473,50,Wonderful stay with Trina & Shai at Lilikoi Inn,"My partner and I stayed at Lilikoi Inn bed and breakfast hosted by Trina and Shai for five nights. Our highlights were the clean and spacious room with comfortable bed, beautiful ocean view from the balconies and absolutely incredible homemade breakfasts made by Chef Shai every morning. Staying at Lilikoi Inn allowed us to disconnect from the busyness of life and rest, relax and rejuvenate.",Dec 2021,December 2021,Traveled as a couple,,
822022584,50,Very nice B and B,"Excellent place to stay in Kona. The hosts provided a kitchen to use during the day, and to store food in the refrigerator over night. The breakfasts were the best we had while in Hawaii. The hosts loaned portable ice chests and beach towels. The setting of the B and B is very beautiful.",Dec 2021,December 2021,,,"Albuquerque, New Mexico"
819708075,50,A Very Nice Place to Stay!,"We thoroughly enjoyed our stay at the Lilikoin Inn! Shai's breakfast was the best - we had fritata's for the first day, and open face burrito's the second.    You also get fresh fruit and coffee/juice with breakfast, and we usually end up skipping lunch after the big breakfast, super good for a day full of activities!    The best travel advice came from the hosts too! They know the area well and will recommend things to you that's just right for how active you want to be. We went on the Captain Cook's Monument Trail and it was the best activity we did all week on the island!    We stayed at the green papaya room, which is downstairs. The room is spacious and clean, and we were not bothered by the frogs and crickets outside at night.    The hosts were so friendly and nice and went out of their way to help us out! We bought fresh fruits from the market and they helped preparing them for our later road trip.    If you are considering booking here, couple things to know before you do:    1. the driveway is STEEP, be prepared especially if you arrive at night  2. you are on a tropical island, so yes there will be frogs and crickets chiming outside all night - it's a perfect white noise for falling asleep though  3. breakfast is served at 8am every morning  4. there is no AC, like most of the B&Bs on the island, but the temperature is comfortable at night  5. make sure you close the screen door/actual door upon entry/leave, so no animals/insects get into your room unexpectedly  6. we didn't use the hot tub when we visited, can't speak to the conditions  7. no shoes in the house  8. expect to interact with the hosts and other guests at breakfast! It's really fun!  9. cats/dogs/chickens are running around - be aware if you are allergic  10. JUST DO IT - Shai and Trina are wonderful people and this place is well taken care of, location is also great for traveling to central parts of Kona.",Nov 2021,November 2021,,,
819002390,50,None,Beautiful B&B run by beautiful People. Shai and Trina were wonderful hosts and Shai cooked excellent breakfasts using food mostly sourced from his property. Breakfast with the other guests was a great added benefit. We will be back. Thank you Shai and Trina.,Nov 2021,November 2021,Traveled as a couple,,United States
817448860,20,"Read the reviews, including the bad ones - I should have, and then I wouldn't have booked here :(","Typically I use the overall rating and a skim read through the reviews, both good and bad, to decide on booking a place. I apparently didn't read the bad reviews on the Lilikoi Inn, because when I read them while there they summed up our experience :( The rest of our trip we were at airbnbs that cost $60 - $100/night and they were all much better than this dump. For us $200/night is a treat and the place should be nice!!  See my pictures. The public/shared areas of this place are filthy. I have a fairly high tolerance for some grunge, but it's truly gross. All the light fixtures are encased in dust, spider webs and spiders (dead and alive). My picture of a light fixture is the one directly over the sink and clean dishes rack.  ""Guest Kitchen"" is advertised as being well equipped - there are inordinate amounts of tableware - but I couldn't find a single pan. Let's consider the tableware - I had to dig through the silverware to find a fork that didn't have remnants of food on it. Likewise the plates. However we did receive a lecture about being sure to do our own dishes immediately so Trina (owner) ""doesn't have to deal with them"". When my spouse was doing our dishes in the evening, she brought hers out and put them in the sink next to him and said ""I'll do those in the morning"".    One of the reasons we selected this place was the hot tub - it was our plan for our final evening in Hawai'i. When we asked to see it while checking in we were told in a manner that was both dismissive and unapologetic that it wasn't working. We also were regaled with a ""poor me"" story about having to wait ""weeks"" for someone to fix it. When wandering the grounds later I came across the hot tub - it clearly hasn't been used in a very long time. See picture - not pictured are the broken steps up to the platform the tub is on. It clearly hasn't been in use for many months - and if someone came to work on it they wouldn't be able to because it is full of and surrounded by junk. The website and description should be updated to reflect there isn't a hot tub.    When checking in I asked Trina if they could prepare a breakfast to-go as we had to leave at 5:30am. The reply was admonishment about not disturbing them or the other guests, and a lengthy monologue describing ways to be quiet. There wasn't really an answer about breakfast at that time - but later I was gifted another speech about the fact that we had ""lots of food in the fridge"" and ""can't you just make a cheese sandwich?"". * see mitigating factors.  Trina reiterated about being quiet in the early morning another couple of times - but then their dogs barked at length several times during the night, which completely disrupted our sleep.    Talking of dogs - one of the other negative reviews mentions that they feed their pets in the ""commercial kitchen"" - which they deny in ALL CAPS in their response. I witnessed her feeding the pets in the commercial kitchen, and then leaving the dirty dishes on the floor until the next feeding.    Mitigating factors:  The location is ideal for spending a day or two near the touristy center of Kailua/Kona without being in the thick of it.  It's fun to drive up the hill and be perched above the beaches and town. The elevation provides slightly cooler temperatures which is nice for sleeping.  The lanai is a lovely hang out spot, we enjoyed watching the sunset.  Later Shai came and told us he was making us a to-go breakfast and it was nice to eat that at the airport.",Nov 2021,October 2021,,the rooms are fine - the rest of the place sucks and is filthy,"Homer, Alaska"
